Abstract,DOI
years mineral oils potential adverse health effects constant issue concern many regulatory areas food cosmetics consumer products industrial chemicals analytically two fractions distinguished mineral oil saturated hydrocarbons mosh mineral oil aromatic hydrocarbons moah assessing bioaccumulative potential associated histopathological effects mosh well carcinogenic potential moah consumerrelevant mineral oils also covers absorption distribution metabolism excretion mosh moah upon oral dermal exposures use occurrence consumerrelevant highly refined mineral oils food cosmetics medicinal products summarized estimates exposure consumers provided also addressed challenges characterizing substance identity mineral oil products reach evidence recent autopsy biopsy studies along information decreasing food contamination levels indicates low risk adverse hepatic lesions may arise retention mosh liver respect moah present indication carcinogenic effects animals dermally orally exposed highly refined mineral oils waxes products used cosmetics also medicinal products additives food contact safety mineral oilcontaining products thus indirectly documented prevalent longterm use simultaneous lack epidemiological evidence adverse health effects,10.1080/10408444.2019.1694862
humans considered principal host hepatitis virus hav infection india heterogeneous groups susceptible individuals coexist different regions decline antibody titres hav among young adults may pose major public health problem assess igg antihav level among healthcare workers hcws age group 2060 association sociodemographic variables blood sample collected aseptic conditions participant followed preparation serum storing 20°c elisabased kits used determination igg antibodies hav human serum samples two hundred fifty four hcws enrolled igg antihav antibodies detected 972 per cent samples analyzed differences observed levels igg antihav antibody education income occupation socioeconomic classes hcws seropositivity rate per cent seen amongst socioeconomic classes interpretation high levels igg protective antibodies seen among studied hcws hence hav vaccination may required advisable costbenefit vaccination hav,10.4103/ijmr.IJMR_787_18
recurrence major cause mortality resected hcc however without standard approach evaluate prognosis difficult select candidates additional therapy total 201 hcc followed least years curative hepatectomy enrolled multicentre total 3144 radiomics features extracted preoperative mri random forest used radiomics signature building fivefold crossvalidation applied radiomics model incorporating radiomics signature risk factors developed divided survivor n97 nonsurvivor n104 groups based 5year survival surgery survivalrelated radiomics features selected radiomics signature preoperative afp ast integrated model independent risk factors model demonstrated good calibration satisfactory discrimination mean auc 09804 07578 training validation sets respectively radiomics model valid predict 5year survival hcc may used identify trials perioperative therapies additional surveillance,10.1038/s41416-019-0706-0
studies investigated whether maternal age education level modify association chronic hepatitis virus hbv infection preterm labor hypothesized association hbv infection preterm labor modified maternal age education level conducted hbsagpositive hbsagnegative pregnant women delivered june 2012 august 2017 wuhan medical care center women children wuhan china multivariate regression model used included 2050 hbsagpositive pregnant women 2050 hbsag negative women stratified analyses positive hbsag status associated increased risk preterm labor women aged 30years low educational level odds ratio 16595 107254 25995 141476 respectively breslowday test showed existed significant differences ors hbsag carriage across stratum maternal age p0023 educational level p0002 adjusting covariables observed maternal hbv infection 160 103249 still associated risk preterm labor pregnancy women age30 similarly significant association hbv infection 249 134463 preterm labor remained low educated women indicated hbv infection associated high risk preterm labor maternal age educational level could modify association hbv infection preterm labor,10.1186/s12884-020-2729-1
evaluated antiviral therapy avt eligibility populationbased sample adults chronic hepatitis virus hbv infection zambia using household survey adults years tested hepatitis surface antigen hbsag sociodemographic correlates hbsagpositivity identified multivariable regression hbsagpositive individuals referred central hospital physical examination elastography phlebotomy hbv dna hepatitis antigen serum transaminases platelet count hiv12 antibody determined proportion hbv monoinfected adults eligible antiviral therapy avt based european association liver easl 2017 guidelines also evaluated performance two alternative criteria developed use subsaharan africa world health organization treatb guidelines across urban rural communities 4961 adults 629 female tested 182 hbsagpositive attended hospital followup hbsagpositivity higher among men adjusted odds ratio aor 137 confidence interval 099187 decreasing income aor 089 per household asset 081098 trends toward higher hbsagpositivity also seen ages 3039 years aor 211 096463 among pregnant women aor 174 093325 among hbv monoinfected individuals hivnegative evaluated avt median age years 246 hbeagpositive 279 hbv dna 2000 iuml avteligibility 170 easl 102 311 treatb men increased odds eligibility area receiver operating curve auroc 068 treatb criteria auroc 076 modest accuracy fourteen percent hbsagpositive individuals hiv coinfection coinfected individuals taking tenofovircontaining antiretroviral therapy art approximately hbv monoinfected adults general population zambia may avteligible men major focus hepatitis diagnosis treatment development evaluation hbv treatment criteria resourcelimited settings needed settings overlapping hiv hbv epidemics scaleup art contributed towards hepatitis elimination,10.1371/journal.pone.0227041
investigated associations intake total fats specific dietary fats fats different food sources risk hepatocellular carcinoma hcc using nurses health nhs health professionals followup hpfs analyzed total 138483 women men participated nhs hpfs validated semiquantitative food frequency questionnaire sent nhs 1980 1984 1986 every years thereafter dietary information collected hpfs 1986 every years thereafter multivariable hazard ratios hrs cis estimated using cox proportional hazards regression average followup time 266 years 160 incident hcc cases documented although nonsignificant association total fat intake hcc intake vegetable fats reduced risk hcc highest lowest quartile 061 039096 ptrend animal dairy fats replacing animal dairy fats equivalent amount vegetable fats associated lower risk hcc per standard deviation 079 065097 among fat subtypes monounsaturated polyunsaturated fatty acids including 063 041096 ptrend polyunsaturated fatty acids 054 034086 ptrend inversely associated risk hcc higher ratios monounsaturated polyunsaturated fat saturated fat inversely associated hcc risk ptrend addition replacing saturated fats monounsaturated polyunsaturated fats per standard deviation 077 064092 large studies found higher intake vegetable fats polyunsaturated fats associated lower risk hcc replacing animal dairy fats vegetable fats replacing saturated fats monounsaturated polyunsaturated fats associated reduced risk hcc,10.1016/j.cgh.2020.01.003
2003 project echo extension community healthcare began using technologyenabled collaborative models care help general practitioners rural settings manage hepatitis today echo echolike models eelm applied variety settings health conditions evidence base underlying eelm thin despite widespread enthusiasm model april 2018 technical expert panel tep meeting convened assess current evidence base eelm identify ways strengthen tep members identified four strategies future implementors evaluators eelm address key challenges conducting rigorous evaluations develop clear understanding eelm intended accomplish emphasize rigorous reporting eelm program characteristics use wider variety designs fill key knowledge gaps eelm address structural barriers capacity building stakeholder engagement building strong evidence base help leverage innovative aspects eelm better understanding contexts eelm improve care access quality delivery also improving provider satisfaction capacity,10.1007/s11606-019-05599-y
variations candidate donor acceptance criteria may influence access mortality liver transplantation sought understand recipient donor characteristics vary across centers interpret information used develop tool provide tailored information candidates seeking center wwwtransplantcentersearchorg analyzed liver recipient scientific registry transplant recipients determine recipient donor characteristics age medicaid use human immunodeficiency virus status varied across programs included recipients donors program january 2015 december 2017 variation characteristics plotted centers stratified total transplant volume volume characteristic subset characteristics plotted show variation years created mockups potential reports displaying recipient characteristics alongside pretransplant posttransplant solicited feedback patient family interviews focus groups included individuals pilot interviews candidates seeking liver transplant university minnesotafairview umnf focus groups umnf candidates umnf family members national recipients transcripts analyzed using thematic several themes emerged candidates experience gaps existing education center options requested information selection criteria might impact access transplant information tailored candidates medical characteristics inform decisions characteristics shown mockups varied across centers 001 variation widespread small large centers variation exists recipient donor characteristics across centers liver transplant provide positive feedback upon viewing patientspecific search tools,10.1002/lt.25715
highincome countries suggest increasing hepatitis virus hcv prevalenceincidence among human immunodeficiency virus hivinfected men sex men msm limited derive lowandmiddleincome countries recruited 4994 msm states across india using respondentdriven sampling logistic regression incorporating respondentdriven sampling weights machine learning feature selection used identify correlates prevalent hcv bayesian phylogenetic used examine genetic clustering median age years hiv prevalence 493 reported recent unprotected anal intercourse hcv prevalence confidence interval 1016 site range 0234 hivpositive versus among hivnegative men hcv infection significantly associated injection drug use odds ratio 1771 confidence interval 7274315 hiv infection 434 1881005 machine learning uncover additional epidemiologic signal phylogenetic revealed clusters suggestive linked transmission contained individual reporting injection drug use observed low hcv prevalence large sample msm despite high prevalence known risk factors reflecting either need threshold hcv sexual transmission andor variability sexual practices across settings,10.1093/infdis/jiaa006
hepatitis major concern public health estimated 44000 people die annually due hepatitis hepatitis virus hev common cause acute viral hepatitis world hev found genotypes infect humans genotypes major causes epidemic endemic acute hepatitis developing countries poor hygienic conditions genotypes obligate human pathogens transmitted humans fecaloral route via contaminated water contrary developed countries genotypes zoonotic origin transmitted alimentary route via direct contact infected animal transmission blood blood products tissues infected persons animals even mothertoinfant transmission also possible hepatitis course varies selflimiting disease fulminant hepatic failure extrahepatic manifestations occurred management control prevent infection mainly hygienic provision clean drinking water ameliorating sanitation human wastes effective preventive approaches infection outbreak transmitted fecaloral route nevertheless dietary habits distribution different zoonotic reservoirs hygienic level play crucial role limiting preventing spread hepatitis developed countries although hev vaccine developed still available china protects genotype clear evidence protection genotypes,
hyperuricemia important potential pathogenic factor hypertension cardiovascular disease stroke current aimed investigate prevalence hyperuricemia relationship lifestyle characteristics dietary habits centenarians nearcentenarians total 966 centenarians 788 nearcentenarians included communitybased surveys conducted collect information lifestyle blood examinations performed using enzymatic assays ttests tests used investigate significant indicators hyperuricemia multivariate logistic regression used analyze related risk factors comprehensive nineteen modifiable factors including lifestyle characteristics dietary habits general characteristics blood test indexes conducted prevalence hyperuricemia 2902 percentage men waist circumference waisthip ratio estimated glomerular filtration rate egfr levels total protein alanine aminotransferase aspartate aminotransferase triglycerides highdensity lipoprotein cholesterol serum homocysteine serum uric acid serum urea serum creatinine passive smoking alcohol consumption snoring preference fried flavors meat seafood vegetable consumption significantly different hyperuricemia group normouricemia group p005 multivariate logistic regression showed or1020 egfr or0960 level or1038 serum urea level or1154 passive smoking or2589 snoring or2003 meat consumption or2506 seafood consumption or1422 vegetable consumption or0521 significantly associated risk hyperuricemia p005 low egfr vegetable consumption high serum urea levels passive smoking snoring high meat seafood consumption independent risk factors hyperuricemia recommended people high risk hyperuricemia actively limit intake fried food alcohol purinerich food increase intake fresh vegetables actively treat sleep apnea syndrome avoid passive smoking maintain healthy seek improve kidney liver function,10.2147/CIA.S223048
methotrexate mtx antifolate agent used treatment various malignancies eliminated breast cancer resistance protein bcrp febuxostat fbx known inhibit bcrp activity fbx might exacerbate mtxrelated adverse effects examined drugdrug interaction fbx mtx bcrpexpressing membrane vesicles moreover retrospectively investigated impact fbx mtxrelated adverse effects 144 cycles receiving highdose mtx therapy hdmtx food drug administration adverse event reporting system faers database human hepatocellular carcinoma cell line hepg2 cells used evaluate effects fbx mtxinduced hepatotoxicity membrane vesicle fbx significantly inhibited bcrpmediated transport mtx concomitant fbx significantly increased incidence hepatotoxicity nephrotoxicity hematological toxicity receiving hdmtx faers database analyses revealed reporting odds ratio fbx mtxinduced hepatotoxicity 416 289598 coincubated fbx significantly decreased cell viability increased cytotoxicity mtxtreated hepg2 cells suggest concomitant fbx enhances mtxinduced hepatotoxicity inhibiting hepatic bcrp provide important information safe management hdmtx therapy settings,10.1038/s41598-019-56900-2
cholestasis refers accumulation toxic levels bile acids liver due defective bile secretion pathological situation triggered drugs also ingredients contained food food supplements parenteral nutrition provides overview current knowledge cholestatic injury associated ingredients particular emphasis underlying mechanisms toxicity,10.1016/j.envint.2019.105422
observed longterm longer reflect survival trajectory facing pediatric liver transplant recipients today aimed use national registry parametric models project 30year posttransplant recently transplanted pediatric recipients conducted 13442 firsttime pediatric age recipients using 1987 2018 scientific registry transplant recipients validated proposed project longterm patient graft survival using parametric survival models shortterm historic cohorts 19871996 19972006 estimated longterm projections among transplanted 2007 2018 projections stratified raft type recipient age indication transplant parsimonious parametric models weibull distribution applied posttransplant used project longterm pediatric recipients beyond observed projected 20year patient survival pediatric recipients transplanted 2007 2018 840 confidence interval 815858 compared observed 20year survival 728 636 among transplanted 1997 2006 1987 1996 respectively projected 30year survival pediatric recipients 2007 2018 801 752827 compared projected 30year survival 686 661709 1997 2006 observed 30year survival 575 1987 1996 twenty 30year patient graft survival varied slightly recipient age graft type indication transplant projected longterm recently transplanted pediatric recipients excellent reflective substantial improvements medical care informative physicianpatient education decision making current era,10.1097/MPG.0000000000002592
nonalcoholic fatty liver disease nafld common chronic liver disease western countries aimed investigate putative risk factors differentially related nafld obese males females diagnosed metabolic syndrome mets stratified using noninvasive hepatic steatosis index hsi crosssectional predimed plus performed 278 mets 141 males 137 females navarranutrition node categorized hsi tertiles gender baseline biochemical variants adherence mediterranean diet physical activity evaluated multivariate analyses showed females 454 units hsi 341 568 males sexes showed increased levels triglycerides tghdl cholesterol ratio triglyceride glucose index across hsi tertiles physical activity exhibited negative association hsi males 019 0025 females 018 0031 amount visceral fat showed positive association hsi sexes males 064 0001 females 046 0001 adherence mediterranean diet lower higher hsi values males 018 0032 females 019 0027 females poor liver status suggesting gender differences related nafld adherence mediterranean diet physical activity associated beneficial effects cardiovascular disease features thus reducing risk hepatic steatosis mets obesity,10.17235/reed.2019.6031/2018
determine whether recommended amounts leisuretime physical activity 7515 metabolic equivalent task met hoursweek associated lower cancer risk describe shape doseresponse relationship explore associations moderate vigorousintensity physical activity cohorts selfreported leisuretime physical activity followup cancer incidence pooled multivariable cox regression used estimate adjusted hazard ratios hrs cis relationships physical activity incidence types cancer doseresponse relationships modeled restricted cubic spline functions compared 150 225 300 met hoursweek leisuretime physical activity statistically significant associations determined using tests trend cis total 755459 median age years range 3291 years female followed 101 years 50620 incident cancers accrued engagement recommended amounts activity 7515 met hoursweek associated statistically significant lower risk cancer types studied including colon 814 lower risk men breast 610 lower risk endometrial 1018 lower risk kidney 1117 lower risk myeloma 1419 lower risk liver 1827 lower risk nonhodgkin lymphoma 1118 lower risk women dose response linear shape half associations nonlinear others moderate vigorousintensity leisuretime physical activity mixed adjustment body mass index eliminated association endometrial cancer limited effect cancer types health care providers fitness professionals public health practitioners encourage adults adopt maintain physical activity recommended levels lower risks multiple cancers,10.1200/JCO.19.02407
since february 2017 poland increasing number acute hepatitis aha cases reported noteworthy increase 3072 cases aha 2017 compared cases 2016 reported national institute public health niph evaluate demographic features manifestations laboratory sexually transmitted coinfections cases aha diagnosed february 2017 february 2018 university hospital krakow analyzed total 119 cases hepatitis virus hav reported 105 males females mean age years range 1962 hav transmitted oralanal sexual contact men six women infected close house contact men infected hav route transmission identified cases required hospitalization among cases following coinfections already diagnosed hiv chronic hepatitis virus hcv chronic hepatitis virus hbv aha diagnosis new sexually transmitted infections stis detected syphilis eight hivsyphilis seven hivhcvsyphilis one patient acute retroviral syndromeshigella flexneri one patient overall aha outbreak poland 2017 affected primarily men sex men msm connected oralanal sexual contacts majority hav vaccination show clear need routinely offering hav vaccination atrisk populations awareness among healthcare workers hav sexual transmission may help introduce prevention,10.1177/1557988319895141
online crowdfunding platforms gofundme used raise funds healthrelated expenses associated medical conditions organ transplantation investigating crowdfunding canadian organ transplantation aimed increase understanding motivations organ transplantation crowdfunding canadian liver kidney transplantation campaigns posted gofundme may 2018 identified exclusion 258 kidney 171 liver campaigns included campaigns coded worthiness campaign recipient requested financial nonmonetary contributions monetary donations would spent comments canadian health system among others suggest canadian organ donors transplant candidates recipients families caregivers experience significant financial difficulties addressed public health system living medication costs transportation relocation expenses income loss expenses commonly highlighted campaigners liver campaigns raised nearly half goal kidney campaigns received 115 requested amount highlight disease burden use crowdfunding response extraordinary costs associated organ transplantation although crowdfunding reduces financial burden equitably raises ethical concerns,10.1371/journal.pone.0226686
hiv hbv hcv remain global public health concern especially africa prevalence infections changing identification risk factors associated infection mali needed improve medical care conducted crosssectional individuals donating blood n8207 2018 blood bank university hospital bamako mali assess prevalence risks factors associated hiv hbv hcv syphilis infections hivseroprevalence 216 significantly increased age married decreasing education level multivariate adjustements age marital status geographical education level associated hivinfection 154 115207 p0016 hbsag prevalence 1478 significantly increased male gender multivariate adjusting age marital status type blood donation education level 117 95ci 105131 p002 male gender 137 95ci 114165 p0005 associated hbvinfection hcvprevalence 232 significantly increased living outside bamako multivariate adjusting gender age education level living outside bamako associated hcvinfection 183 141235 p0001 syphilis seroprevalence low 004 individuals infected contrary prior blood donation type adjustments independent risk factor infection overall hiv hbv infection higher individuals lower level education hbv infection higher men hcv infection higher people living outside bamako compared studies performed 1999 2002 2007 population found hiv hcv prevalence decreased last two decades whereas hbv prevalence remained stable finding help guide infection prevention treatment programs mali,10.1186/s12879-019-4699-3
asiapacific region home half global population accounted 62·6 global deaths due liver diseases 2015 54·3 global deaths due cirrhosis 72·7 global deaths due hepatocellular carcinoma twothirds global burden acute viral hepatitis occurred region 2015 chronic hepatitis virus hbv infection caused half deaths due cirrhosis region followed alcohol consumption 20·8 nonalcoholic fatty liver disease nafld 12·1 chronic infection hepatitis virus hcv 15·7 2015 hbv accounted half cases hepatocellular carcinoma region preventive strategies viral hepatitisrelated liver disease include increasing access clean drinking water sanitation hbv vaccination programmes neonates implemented countries although birthdose coverage extremely suboptimal availability screening tests blood tissue donor recall policies harm reduction strategies initial stages countries many governments put hbv hcv drugs essential medicines lists availability generic versions drugs reduced costs efforts eliminate viral hepatitis public health threat together rapid increase percapita alcohol consumption countries epidemic obesity expected change spectrum liver diseases asiapacific region near future increasing burden alcoholrelated liver diseases contained government policies limit consumption promote less harmful patterns alcohol use place countries need enforced strictly steps needed control obesity nafld including policies promote healthy lifestyles regulate food industry inadequate infrastructure insufficient healthcare personnel trained liver diseases issues also need addressed asiapacific region policy response governments liver diseases thus far inadequate poorly funded must renewed focus prevention early detection timely referral best means introduce improve health reduce burden liver diseases asiapacific region,10.1016/S2468-1253(19)30342-5
evaluate oxidative profile nutritional status food intake caloric value macronutrients vitamins zinc correlate oxidative stress nutritional status candidates liver transplant crosssectional analytical descriptive candidates liver transplant sociodemographic anthropometric parameters food consumption 10ml blood sample collected patient oxidative stress analyzed thiobarbituric acid consumption macronutrients caloric value micronutrients zinc vitamins qualitatively analyzed zinc also quantitatively analyzed mean age 4917±817 years highest percentage malnutrition according arm muscle circumference 5686 followed arm circumference 5294 triceps skin fold 5098 body mass index 196 mean malondialdehyde level 1480±872ml presenting negative correlation body mass index liver cirrhosis according imccampillo values p0001 r0430 low energy carbohydrate protein vitamin consumption observed showed association nutritional status body mass index liver cirrhosis according imccampillo oxidative stress liver cirrhosis liver transplant waiting list,10.31744/einstein_journal/2020AO4039
aimed explore perceptions alcohol health warning labels amongst large international sample people drink alcohol global drug survey gds worlds largest annual survey drug use seven health warning labels presented relating heart disease liver cancer calories violence taking two days myth benefits moderate drinking people asked aware information believed personally relevant would change drinking included 75969 respondents countriesregions reported use alcohol last months collected novemberdecember 2017 gds2018 fact drinking less reduce risk seven types cancer least well known yet demonstrated encourage almost drinkers consider drinking less women high risk drinkers likely indicate would reduce drinking response labels personal relevance identified key predictor individual responses highlight potential range health messages displayed alcoholic beverages raise awareness alcoholrelated harms potentially support reduction drinking explore influences personal relevance messages may barrier effectiveness,10.1093/alcalc/agz099
previous demonstrated virtual absence vitamin deficiency adequacy vitamin intake consumption liver preschool children community northern cape province south africa sheep farming common liver exceptionally rich source vitamin frequently eaten 6075 liver per month needed meet vitamin requirement preschool children may routine vitamin supplementation liver consumption rest province unknown establish prevalence frequency liver intake provincialwide survey unquantified liverspecific food frequency questionnaire covering period month complemented 1year recall administered mothers 5yearold children 2864 attending primary health care facilities five districts subdistricts total children reported eat liver eaten districts least children overall median frequency liver intake 25th 75th percentiles times per month ranged various districts based previously reported portion size suggest vitamin dietary adequacy districts possibly also vitamin intake exceeding tolerable upper intake level children routine vitamin supplementation province may necessary reconsidered,10.1111/mcn.12931
liver abscesses mainly caused parasitic bacterial infection important cause hospitalization lowmiddle income countries lmic pathophysiology abscesses different depending etiology requires different strategies diagnosis management discusses pathophysiology epidemiology current diagnostic approach management liver abscess low resource settings sources searched pubmed relevant reviews typing following keywords amoebic liver abscess pyogenic liver abscess areas agreement amoebic liver abscess treated medically pyogenic liver abscess usually needs percutaneously drained treated effective antibiotics areas controversy lmic misuse antibiotics recognized issue liver abscesses therapeutic conundrum leaving little choices treatment physicians low capacity settings growing points antimicrobial resistance awareness antibiotic stewardship programs put place liver abscess management likely improve lmics provided adapted guidelines established practiced areas timely developing lack quick reliable diagnostic strategy majority lmic makes selection appropriate treatment challenging,10.1093/bmb/ldz032
hepatitis virus outbreak identified among internally displaced persons syria sequence based viral protein 12a junction revealed causative virus belonged genotype high displacement rate deteriorated sanitary health conditions poor water quality likely contributed outbreak,10.3201/eid2602.190652
nonalcoholic fatty liver disease nafld characterized lipid accumulation within liver affecting people worldwide new silent killer twentyfirst century nafld impacts request availability new liver donors liver first line defense endogenous exogenous metabolites toxins also retains ability switch different metabolic pathways according food type availability ability becomes disadvantage obesogenic societies people choose diet based fats carbohydrates ignoring vitamins fiber chronic exposure fats carbohydrates induces dramatic changes liver zonation triggers development insulin resistance common believes nafld different diets based either epidemiological studies metaanalysis evidences cases biased testsubject type lifestyles highest success reverting nafld attributed diets based high protein instead carbohydrates discuss impact nafld body metabolic plasticity also present detailed recent studies evaluate highprotein diets nafld special focus liver skeletal muscle protein metabolisms,10.3390/nu11122985
drug induced liver injury dili may different east compared west due differing disease prevalence prescribing patterns pharmacogenetic profiles existing literature causative agents dili east compared west comprehensive literature search performed electronic databases medlinepubmed embase cochrane library china national knowledge infrastructure without language restrictions studies involve dili reported frequency causative agents included random effects model applied synthesize current evidence using prevalence classspecific agentspecific causative drugs confidence intervals 6914 articles found showed distribution drugs implicated dili east total 33294 west total 26069 dili cases east common agents class antituberculosis drugs 266 herbal alternative medications 253 antibiotics 157 west antibiotics 349 cardiovascular agents 173 nonsteroidal antiinflammatory drugs 125 commonest individual agents common agents east isoniazidrifampicinpyrazinamide 254 phenytoin cephalosporin west amoxicillinpotassium clavulanate combination acid 113 nimesulide ibuprofen commonest significant heterogeneity due variability singlecentre compared multicentre studies differences dili east versus west drug classes individual agents important clinicians recognize,10.3350/cmh.2019.1003
evaluate multiple determinants longitudinal change insulin clearance high risk type diabetes t2d adults n492 risk t2d metabolism islet cell evaluation longitudinal four visits years values oral glucose tolerance tests collected assessment used calculate ratios fasting peptidetoinsulin icfasting areas curve peptidetoinsulin icauc generalized estimating equations gee evaluated multiple determinants longitudinal changes declined 9year followup period p005 primary gee indicated noneuropean ethnicity well increases baseline waist circumference white cell count alanine aminotransferase associated declines icfasting icauc time p005 significant associations sex age physical activity smoking family history t2d baseline longitudinal associated incident dysglycemia suggest noneuropean ethnicity components metabolic syndrome including central obesity nonalcoholic fatty liver disease subclinical inflammation may related longitudinal declines,10.1136/bmjdrc-2019-000825
chronic hepatitis chb treatment adherence poorly studied worldwide evaluated longterm virological adherence antiviral treatment chb 183 brazilian chb patient treated monotherapy combination adefovir dipivoxil entecavir lamivudine andor tenofovir disoproxil fumarate studied reference tertiary centre treatment adherence evaluated validated questionnaire named assessment adherence antiviral therapy questionnaire ceathbv within three yearly periods 20102011 20132014 20142015 ceathbv identified 79183 nonadherence antiviral treatment among 5379 viral load positive causes associated nonresponse antiviral treatment drug resistance variants followed nonadherence insufficient treatment duration causes singledose pharmacokinetics demonstrated 2365 antiviral nonadherence years first assessment ceathbv indicated 101143 adhered treatment perprotocol population however 40183 could evaluated excluded reasons exclusion death 20183 deaths due hepatocellular carcinoma hbv booklet used medical education third ceathbv assessment 20142015 showed 112135 compliant treatment adherence perprotocol population longterm evaluation showed adherence rate based ceathbv continue increase 4years p0001 highlight importance chb therapy adherence assessment monitoring longterm adherence dynamic possible increase migration rate adherencehbvdnanegative group,10.3851/IMP3338
viral hepatitis global public health problem affecting millions people worldwide causing thousands deaths due acute persistent infection cirrhosis liver cancer providing updated serologic improve surveillance disease control programs aimed determine seroprevalence markers viral hepatitis epidemiology infections general population southern irans hormozgan province 2016 2017 total 562 individuals ages ranging 86years visited governmental public laboratories routine checkups tested presence serological markers hepatitis virus types using enzymelinked immunosorbent assays overall antihepatitis virus hav antibody seroprevalence 932 524562 prevalence antihepatitis virus hev antibodies 158 89562 among 9562 seropositive individuals also evidence recent exposure virus igm positivity two half percent 14562 positive hepatitis surface hbs antigen whereas 116 65562 tested positive antihepatitis core hbc antibodies among antihbc positive 765 hbs 365 positive antihepatitis virus hdv antibodies prevalence antihepatitis virus hcv antibodies 4562 seroprevalence antihav hev igg antihbc antibodies hbs increased age present confirms high seroprevalence hav infection among examined population reveals high levels endemicity hev region planned vaccination policies hav considered parts iran addition improvements public sanitation hygiene management drinking water sources studied area recommended,10.1186/s12879-019-4661-4
hepatitis viral hbv infection remains important public health concern particularly africa 1990 2013 hepatitis mortality increased recent times effective antiviral agents hbv nucleostide analogs nas available drugs capable suppressing hbv replication preventing progression chronic hepatitis cirrhosis reducing risk hepatocellular carcinoma liverrelated death notwithstanding treatments underused despite effectiveness managing hepatitis sought explore barriers treatment care people hepatitis pwhb ghana paying particular attention beliefs aetiology act barrier care pwhb used exploratory qualitative purposive sampling technique facetoface interviews conducted persons hepatitis pwhb healthcare providers hcp physicians nurses midwives addition four focus group discussions fgd composition eight hcps group done recruited one tertiary one regional hospital ghana processed using qsr nvivo version 100 analysed using procedure inductive thematic recruited one tertiary one regional hospital ghana three cultural beliefs regarding aetiology chronic hepatitis act barriers care treatment identified belief chronic hepatitis punishment gods touch dead bodies without permission landlords belief bewitchment contributes chronic hepatitis belief chronic hepatitis caused spiritual poison furthermore individual level barriers identified absence chronic hepatitis signs symptoms perceived efficacy traditional herbal medicine pwhbs perception formal care meet expectations health systemrelated barriers included high cost hospitalbased care inadequate hepatitis education hcps given high cost hospital based care considered important barrier engagement care pwhb recommend including required hepatitis laboratory investigations viral load recommended treatment national health insurance scheme nhis also recommend increasing health care providers pwhb hepatitis knowledge capacity culturally sensitive fashion discuss myths aetiology lack efficacy traditional herbal medicines expectations care need monitor even absence symptoms,10.1371/journal.pone.0225830
trafficrelated air pollution trap contributes significantly ambient air pollution especially urban settings air pollution established risk factor hypertension cardiovascular disease adults effect less studied susceptible populations increasing evidence air pollution may adversely affect hypertensive disorders pregnancy gestational hypertension preeclampsia eclampsia reports indicate air pollution may linked hypertensive disorders national toxicology program ntp conducted evaluate whether exposure trap pregnancy associated hypertensive disorders pregnancy protocol developed utilized evaluation followed office health assessment translation approach conducting literaturebased health assessments evaluation considered range trafficrelated air pollutant fine particulate matter pm25 traffic proximity major roads literature search confidence ratings levelofevidence developed bodies evidence given exposure measure sufficient evidence three studies changes blood pressure pregnancy gestational hypertension preeclampsia eclampsia hemolysis elevated liver enzyme levels low platelet count hellp syndrome considered hypertension hazard developed using twostep process first confidence ratings developed individual air pollutants pm25 nitrogen oxides nox traffic traffic density proximity major roads overall hazard developed trap considering combined bodies evidence across different individual trafficrelated pollutants evidence synthesis literature search screening process identified relevant epidemiological studies one relevant animal 344 potentially relevant references met inclusion criteria human bodies evidence trafficrelated pm25 no2 present consistent pattern exposure pollutants associated development hypertensive disorders pregnancy similar pattern smaller effect size bodies evidence residing hightraffic density regions close proximity major roads associated developing hypertensive disorders pregnancy moderate level evidence combined human body evidence based primarily trap air pollutant studies support traffic studies inadequate level evidence animal body evidence due lack experimental animal studies identified evidence trafficrelated pollutants identified carbon monoxide black carbon elemental carbon including one animal number provided inconsistent across studies levelofevidence reached ntp concludes exposure trap presumed hazard pregnant women developing hypertensive disorders pregnancy based moderate confidence moderate level evidence combined body evidence human studies reporting multiple trap exposure trafficrelated pm25 no2 support studies traffic residing hightraffic density regions close proximity major roads pregnancy section abridged,10.22427/NTP-MGRAPH-7
clonorchiasis caused clonorchis sinensis sinensis infection serious foodborne zoonotic disease often asymptomatic shows mild symptoms leads delayed treatment chronic clonorchiasis various complications cholelithiasis cholangitis cholecystitis cholangiocarcinoma however acute shock caused sinensis infection reported first time describe fatal acute shock caused sinensis infection patient history eating raw undercooked freshwater fish hospitalized acute shock caused severe abdominal pain physical examination suggested acute abdomen severe abdominal pain rigidity computed tomography detection indicated acute cholecystitis cholelithiasis cholecystectomy several liver flukes found drainage tube furthermore morphological polymerase chain reaction pcr identified pathogen sinensis liver gradually restored normal function anthelmintic therapy praziquantel fatal sinensis infection cause acute shock rarely found clinic environment increase awareness hazards complications related clonorchiasis pcr diagnosis used might helpful reducing misdiagnosis clonorchiasis unnecessary cholecystectomy,10.1186/s12879-019-4644-5
